Employee_ID,Tasks_Assigned,Tasks_Completed,Avg_TAT_Hours,Error_Rate,Quality_Score,Escalations,Rework_Count,Experience_Years,Team,Shift,SLA_Status
EMP_7476,180,180,7.53,1.61,79.52,2,5,7.3,Support,Day,Breached
EMP_8486,95,95,2.55,1.79,73.46,7,1,6.9,Moderation,Day,Met
EMP_7418,133,96,8.61,2.81,86.59,9,7,9.6,QA,Day,Breached
EMP_507,99,79,2.23,7.32,78.28,3,5,5.8,Moderation,Night,Met
EMP_7577,132,75,8.67,9.03,74.66,9,2,5.9,Moderation,Day,Breached
EMP_9405,94,94,,,,8,5,6.2,Moderation,Night,Breached
EMP_2159,132,80,2.0,2.89,70.23,8,7,8.5,Support,Day,Breached
EMP_6821,125,125,7.96,13.57,68.95,0,14,4.5,QA,Day,Breached
EMP_9689,188,188,,,,5,1,2.0,Moderation,Day,Met
EMP_6046,109,96,3.03,6.09,62.88,6,14,1.3,QA,Day,Breached
EMP_9916,181,72,2.81,1.52,91.7,6,1,6.5,Support,Night,Breached
EMP_6658,141,76,4.24,8.25,96.81,0,13,5.4,QA,Night,Breached
EMP_7364,93,79,8.85,2.31,97.9,9,10,1.7,Moderation,Night,Breached
EMP_3569,185,112,2.33,7.93,67.97,7,8,9.4,QA,Night,Breached
EMP_3794,94,94,,,,2,12,0.9,Moderation,Day,Met
EMP_7358,185,167,4.55,13.08,89.26,3,4,4.0,QA,Night,Breached
EMP_1184,118,118,4.02,13.54,91.57,9,10,8.6,Support,Night,Breached
EMP_3238,86,86,7.76,12.93,77.01,1,1,5.0,Moderation,Day,Breached
EMP_4190,165,129,3.66,10.53,61.86,1,8,1.7,Support,Night,Breached
EMP_3478,91,91,4.93,8.34,92.91,0,6,1.7,Support,Night,Met
EMP_4834,111,111,5.37,2.38,88.33,5,0,2.6,QA,Day,Met
EMP_2946,176,176,6.88,2.83,99.05,8,1,8.8,Support,Day,Met
EMP_3948,149,63,3.87,4.9,63.94,4,11,9.6,Ads,Night,Breached
EMP_3273,141,141,5.99,13.75,85.98,4,14,3.8,Ads,Day,Breached
EMP_3030,137,137,8.97,9.75,85.25,8,8,7.4,Moderation,Day,Breached
EMP_8562,191,74,7.51,6.46,63.3,3,10,6.6,Support,Night,Breached
EMP_5291,180,154,2.3,10.11,89.15,7,12,1.1,Ads,Night,Breached
EMP_1475,92,92,3.18,11.54,85.08,2,3,5.2,Moderation,Night,Met
EMP_4325,120,100,2.21,10.76,61.89,4,10,9.6,Moderation,Day,Breached
EMP_6043,101,101,3.52,3.22,72.99,1,6,7.4,Moderation,Day,Met
EMP_1383,94,94,6.52,0.25,71.68,2,13,7.7,QA,Day,Met
EMP_5194,100,100,5.31,5.23,87.31,0,0,1.2,Support,Day,Met
EMP_168,126,99,4.88,3.35,83.24,1,9,9.5,Moderation,Night,Met
EMP_4317,185,168,3.76,0.65,77.51,1,0,0.7,Support,Night,Met
EMP_7767,125,125,3.08,5.06,90.48,7,12,9.1,QA,Day,Breached
EMP_513,155,151,4.74,10.4,84.78,5,2,9.0,QA,Day,Met
EMP_7875,171,83,4.08,9.87,80.78,0,6,7.9,Moderation,Day,Breached
EMP_2761,154,119,6.12,4.58,92.15,7,9,5.5,Support,Night,Breached
EMP_9341,157,91,4.12,2.47,64.41,0,9,5.4,Ads,Night,Breached
EMP_145,120,120,,,,6,6,2.6,QA,Night,Met
EMP_9386,173,173,5.17,1.33,88.21,0,1,0.7,QA,Day,Met
EMP_8716,108,108,,,,1,3,1.4,Ads,Night,Met
EMP_1622,80,80,,,,7,9,4.1,Support,Night,Breached
EMP_3088,161,161,8.52,9.17,99.7,2,5,7.0,Moderation,Day,Breached
EMP_344,195,131,5.04,9.15,81.1,2,2,6.1,Support,Day,Breached
EMP_2673,167,127,5.99,3.32,79.46,5,12,3.1,Ads,Day,Breached
EMP_8189,118,92,5.48,7.55,73.82,1,2,6.4,Ads,Day,Met
EMP_180,94,94,2.3,0.89,62.89,9,0,6.8,Moderation,Night,Breached
EMP_309,159,156,,,,0,4,6.2,Ads,Day,Met
EMP_3412,87,87,,,,2,4,9.3,QA,Night,Met
EMP_9004,146,146,3.62,8.5,90.6,2,0,5.7,QA,Day,Met
EMP_59,152,152,8.78,10.69,64.21,2,7,7.9,Support,Night,Breached
EMP_4242,101,101,4.67,5.59,81.48,0,9,4.7,QA,Day,Met
EMP_122,108,108,3.46,13.84,76.65,3,2,7.6,Moderation,Day,Met
EMP_2750,152,135,5.19,1.05,75.04,9,7,0.8,QA,Night,Met
EMP_4017,129,129,6.96,4.37,77.24,2,8,9.5,QA,Night,Met
EMP_4624,98,98,6.74,4.15,84.17,6,2,1.1,QA,Day,Met
EMP_1874,167,82,3.2,6.0,94.91,7,14,9.8,QA,Night,Breached
EMP_574,169,144,5.91,1.88,91.02,6,4,8.4,Support,Night,Met
EMP_9086,106,106,4.5,4.72,69.82,7,4,6.3,Support,Night,Breached
EMP_8651,128,128,,,,4,5,6.7,Moderation,Day,Met
EMP_6248,171,134,6.87,1.12,88.27,3,4,8.9,Support,Day,Met
EMP_512,93,93,6.24,1.08,87.12,8,12,10.0,QA,Night,Breached
EMP_8272,157,157,5.95,3.24,87.0,4,3,9.6,Moderation,Day,Met
EMP_6039,85,85,3.34,9.36,78.57,1,3,3.6,Moderation,Day,Met
EMP_7886,121,121,7.06,10.72,92.53,1,9,2.8,Ads,Night,Breached
EMP_6655,171,93,8.72,4.53,94.26,7,10,9.5,QA,Night,Breached
EMP_2936,98,98,3.84,0.63,68.68,8,10,6.0,Ads,Day,Breached
EMP_4634,197,166,4.8,9.12,76.41,2,10,2.4,Moderation,Night,Breached
EMP_5710,161,136,7.82,2.84,64.49,6,11,4.1,QA,Day,Breached
EMP_659,111,111,2.12,1.06,71.65,5,12,4.0,Moderation,Day,Met
EMP_9672,178,156,2.44,9.7,71.94,9,1,2.4,Ads,Day,Met
EMP_2466,82,82,4.08,1.15,72.51,4,2,8.8,Ads,Day,Met
EMP_973,178,66,2.28,0.83,68.67,7,13,6.4,QA,Night,Breached
EMP_1459,106,106,2.59,6.82,66.74,0,4,2.4,QA,Night,Breached
EMP_2702,87,87,,,,3,2,6.8,Ads,Night,Met
EMP_9769,115,114,5.66,1.89,73.85,0,10,6.5,Moderation,Night,Met
EMP_7615,171,171,,,,4,1,8.5,Support,Night,Breached
EMP_7382,188,89,8.62,2.65,66.1,8,4,2.1,Moderation,Day,Breached
EMP_1560,196,124,7.54,13.25,65.85,6,6,4.0,Moderation,Day,Breached
EMP_9556,136,93,3.3,5.88,84.7,9,6,6.9,QA,Night,Breached
EMP_787,84,84,3.5,5.35,72.3,4,5,3.7,Support,Night,Met
EMP_6047,160,160,5.56,1.13,97.83,7,11,5.0,Support,Night,Met
EMP_8754,195,105,,,,7,9,8.9,QA,Day,Breached
EMP_7125,151,151,6.22,13.34,67.01,8,8,7.7,Moderation,Night,Breached
EMP_9296,141,141,7.16,5.03,74.77,0,7,1.7,Support,Day,Breached
EMP_3224,110,110,5.28,4.78,99.49,2,1,3.4,QA,Night,Met
EMP_2281,111,111,2.59,4.2,87.01,5,2,8.9,Moderation,Night,Met
EMP_6711,156,105,6.5,8.88,77.56,7,5,3.2,QA,Night,Breached
EMP_9353,152,116,2.47,4.91,79.51,1,10,4.1,Ads,Night,Met
EMP_9870,137,100,2.35,6.71,98.99,8,5,1.3,Moderation,Night,Breached
EMP_2860,157,152,4.72,1.79,93.5,4,6,9.1,Ads,Night,Met
EMP_3657,173,173,4.89,1.41,97.25,8,6,5.5,Moderation,Night,Met
EMP_6912,119,119,,,,2,0,1.0,Support,Night,Met
EMP_5495,101,101,3.89,3.64,86.09,1,14,5.1,Moderation,Day,Met
EMP_5315,88,82,2.17,1.12,99.63,5,12,1.2,Ads,Night,Met
EMP_4996,86,86,7.38,1.1,88.67,6,13,1.0,QA,Day,Breached
EMP_3126,165,165,8.33,9.39,81.98,4,6,6.9,Support,Night,Breached
EMP_7219,92,92,2.67,9.06,99.87,7,13,2.1,Ads,Day,Breached
EMP_9739,112,112,6.16,2.5,98.64,1,6,2.5,Support,Night,Met
EMP_8708,191,184,4.51,13.59,93.4,0,0,5.6,QA,Night,Met
EMP_4451,178,178,2.97,5.15,85.22,3,6,3.3,Moderation,Night,Met
EMP_2269,83,83,6.11,0.11,66.66,5,13,1.7,Moderation,Day,Breached
EMP_2868,190,60,4.97,0.39,81.12,0,2,9.1,Ads,Night,Breached
EMP_1690,108,108,6.17,11.7,94.31,5,7,3.8,Support,Day,Breached
EMP_9377,85,85,5.19,2.49,87.55,0,6,7.1,Support,Night,Met
EMP_8006,143,143,5.87,10.37,99.88,2,0,4.0,Moderation,Night,Met
EMP_5702,145,84,4.02,0.75,89.23,9,2,0.6,Moderation,Night,Breached
EMP_7358,185,167,4.55,13.08,89.26,3,4,4.0,QA,Night,Breached
EMP_4676,170,170,2.76,6.67,81.21,0,10,4.1,Moderation,Night,Met
EMP_4640,84,71,4.31,9.81,98.23,5,6,7.1,Support,Day,Breached
EMP_3948,149,63,3.87,4.9,63.94,4,11,9.6,Ads,Night,Breached
EMP_5092,156,68,4.2,4.8,94.59,4,3,6.2,QA,Day,Breached
EMP_1667,125,125,2.65,9.26,84.05,6,6,4.8,Moderation,Night,Breached
EMP_9062,91,91,,,,7,3,0.8,Support,Night,Met
EMP_419,87,87,4.35,5.3,68.94,0,6,8.3,Moderation,Day,Breached
EMP_8675,85,85,5.54,6.33,97.34,2,2,8.2,Support,Day,Met
EMP_348,80,80,8.94,14.46,78.03,3,11,5.9,Moderation,Day,Breached
EMP_565,109,109,5.02,3.42,88.73,4,1,6.9,Support,Day,Met
EMP_9690,188,188,5.22,4.0,79.43,3,11,1.8,QA,Night,Met
EMP_2927,103,103,7.5,2.35,64.38,5,7,3.7,Moderation,Night,Breached
EMP_2170,137,137,,,,3,11,6.6,Moderation,Night,Breached
EMP_1097,104,104,2.41,12.01,64.5,7,9,7.9,Ads,Night,Breached
EMP_480,145,133,,,,0,3,8.3,Moderation,Night,Met
EMP_4694,176,176,,,,3,13,7.3,QA,Night,Met
EMP_5967,147,147,2.02,11.55,82.14,3,3,4.2,Ads,Night,Met
EMP_5158,174,174,4.37,1.51,88.76,1,4,0.8,Ads,Night,Met
EMP_6498,101,101,5.53,12.79,77.41,7,7,6.0,Support,Day,Breached
EMP_9596,92,85,4.65,4.81,61.93,1,5,6.0,Support,Night,Breached
EMP_6755,117,117,5.94,0.77,81.0,2,1,1.9,Support,Night,Met
EMP_507,99,79,2.23,7.32,78.28,3,5,5.8,Moderation,Night,Met
EMP_1086,134,134,2.54,6.9,68.3,3,3,3.8,Moderation,Night,Breached
EMP_4331,118,118,6.31,2.16,98.98,2,14,1.2,Support,Night,Met
EMP_1599,128,69,2.03,0.91,96.66,7,0,2.3,QA,Day,Breached
EMP_2274,118,118,4.96,0.54,70.93,2,13,7.9,Ads,Day,Met
EMP_2779,167,103,8.83,14.98,62.07,7,7,6.7,QA,Day,Breached
EMP_9829,190,99,3.4,11.16,72.71,6,0,7.5,Moderation,Day,Breached
EMP_4896,90,90,6.06,0.15,90.52,7,7,8.2,Support,Night,Met
EMP_1379,117,117,2.69,10.43,87.82,3,6,0.6,Support,Night,Met
EMP_8092,137,116,7.23,5.3,83.92,9,12,8.3,Ads,Night,Breached
EMP_4421,82,82,5.11,3.51,92.49,0,14,6.4,Moderation,Night,Met
EMP_8653,95,95,2.98,11.64,86.16,4,10,9.4,QA,Night,Breached
EMP_6887,176,84,2.67,6.31,93.18,2,7,8.9,Ads,Night,Breached
EMP_3218,113,113,2.76,4.24,88.34,1,0,3.8,Ads,Night,Met
EMP_2886,174,174,3.63,8.97,86.68,8,5,5.7,QA,Night,Breached
EMP_258,192,156,8.89,1.81,83.16,1,4,1.3,Moderation,Day,Breached
EMP_511,95,95,7.18,1.91,85.15,8,7,3.7,QA,Night,Breached
EMP_3591,190,142,2.13,3.13,65.24,8,1,1.5,Support,Day,Breached
EMP_4068,95,95,3.7,1.62,84.23,1,0,8.3,Moderation,Night,Met
EMP_6103,108,108,4.98,11.63,92.56,0,6,9.5,Ads,Day,Met
EMP_7215,83,83,4.49,7.06,88.28,8,12,4.0,QA,Day,Breached
EMP_2899,135,135,5.03,1.63,86.06,7,2,3.6,Ads,Day,Met
EMP_8344,102,102,4.93,10.38,69.54,8,2,6.8,Ads,Night,Breached
EMP_3260,141,141,,,,2,1,2.7,QA,Night,Met
EMP_5994,118,84,5.05,12.47,94.47,2,13,6.9,Support,Day,Breached
EMP_9274,128,128,4.99,12.98,98.51,7,7,9.4,Ads,Day,Breached
EMP_4556,152,117,7.7,4.58,94.85,1,2,0.5,Support,Night,Breached
EMP_7106,181,80,6.84,6.13,69.38,0,2,9.4,QA,Night,Breached
EMP_7491,125,125,8.89,6.54,84.27,9,3,6.7,Support,Day,Breached
EMP_1141,105,105,2.34,9.82,68.15,9,2,9.4,QA,Night,Breached
EMP_9039,138,130,8.8,10.16,82.81,6,4,6.8,Moderation,Night,Breached
EMP_7185,140,140,6.41,8.82,84.74,2,0,8.4,Support,Night,Met
EMP_2047,188,184,8.35,1.79,70.23,5,1,7.5,QA,Night,Breached
EMP_6423,82,82,6.33,7.39,90.46,8,1,1.6,Support,Night,Met
EMP_6129,186,66,3.72,11.57,76.07,4,10,7.7,Ads,Day,Breached
EMP_6777,111,111,,,,0,7,8.2,Support,Night,Met
EMP_7145,80,80,6.96,4.92,82.35,4,11,3.1,Support,Day,Met
EMP_9364,125,84,6.81,5.61,99.18,5,1,8.4,Ads,Day,Breached
EMP_37,128,71,6.59,0.7,79.04,6,1,6.3,Support,Night,Breached
EMP_7650,175,99,3.63,6.2,76.57,5,0,4.1,Moderation,Night,Breached
EMP_5054,163,67,3.69,9.03,70.58,3,6,5.8,QA,Night,Breached
EMP_8284,190,109,8.31,11.3,66.46,9,8,2.9,QA,Day,Breached
EMP_4810,134,134,7.22,14.37,74.11,0,6,3.0,Moderation,Night,Breached
EMP_6809,176,148,4.86,7.44,99.12,3,7,8.4,QA,Day,Met
EMP_7569,110,110,,,,7,11,3.4,QA,Day,Breached
EMP_2465,105,105,7.69,10.46,91.0,9,8,8.6,Moderation,Day,Breached
EMP_8218,124,124,,,,1,7,7.8,Support,Day,Breached
EMP_773,164,164,8.66,9.35,71.27,3,5,8.3,QA,Night,Breached
EMP_7698,106,106,4.19,2.39,91.41,1,1,8.1,Support,Night,Met
EMP_2419,195,181,3.45,4.21,61.7,5,2,0.8,QA,Day,Breached
EMP_2444,174,174,6.75,0.7,80.7,3,5,8.6,Moderation,Day,Met
EMP_7655,176,159,3.99,0.57,75.89,8,4,7.7,Ads,Night,Met
EMP_8389,184,184,7.49,0.1,73.79,9,13,6.0,Ads,Day,Breached
EMP_983,84,84,8.59,8.43,99.02,4,9,9.5,Moderation,Night,Breached
EMP_6504,125,125,8.55,11.75,67.22,8,10,8.4,Ads,Night,Breached
EMP_1080,122,122,3.48,1.34,70.89,1,1,9.2,Moderation,Day,Met
EMP_2044,133,133,8.56,14.71,90.0,2,3,9.8,Moderation,Day,Breached
EMP_6832,107,107,7.6,14.09,83.51,6,12,8.1,Support,Day,Breached
EMP_7772,120,120,2.38,1.28,64.61,3,2,9.6,Ads,Day,Breached
EMP_6887,176,84,2.67,6.31,93.18,2,7,8.9,Ads,Night,Breached
EMP_2354,163,126,6.44,5.66,74.14,0,5,5.5,Ads,Day,Met
EMP_6576,198,67,8.3,11.77,71.22,9,8,4.5,Support,Night,Breached
EMP_9751,84,80,3.16,12.26,83.32,5,0,9.2,Moderation,Night,Met
EMP_8420,121,106,,,,3,6,4.8,QA,Night,Met
EMP_5452,180,172,5.71,3.39,71.14,4,5,1.6,QA,Night,Met
EMP_9230,96,96,3.05,2.68,98.89,3,1,2.7,Support,Night,Met
EMP_1144,87,87,6.7,3.16,76.21,2,9,6.6,QA,Night,Met
EMP_5857,140,95,6.02,6.94,75.56,5,13,5.0,Support,Day,Breached
EMP_9546,189,174,7.49,4.34,77.85,3,10,8.7,Support,Day,Breached
EMP_7425,196,93,5.66,11.75,77.59,2,8,1.3,Ads,Night,Breached
EMP_646,175,68,5.12,6.01,62.45,6,5,3.8,Moderation,Day,Breached
EMP_5544,136,136,5.76,1.76,73.16,7,1,9.0,QA,Day,Met
EMP_7001,188,162,2.66,14.33,67.92,4,10,2.9,Moderation,Day,Breached
EMP_8204,117,88,8.83,7.91,67.65,6,13,3.9,QA,Day,Breached
EMP_218,123,123,5.45,6.41,98.15,7,0,4.3,QA,Night,Met
EMP_8502,159,78,8.78,3.2,84.32,8,5,1.5,Support,Day,Breached
EMP_6649,166,166,5.77,2.83,93.3,2,5,6.2,Ads,Night,Met
EMP_1128,106,106,,,,2,2,8.4,Moderation,Night,Met
EMP_485,96,96,5.06,3.45,97.88,5,7,6.3,Moderation,Day,Met
EMP_1872,141,100,6.4,1.77,82.22,8,5,5.9,QA,Night,Breached
EMP_6717,117,61,3.97,7.64,76.31,9,6,5.1,Ads,Day,Breached
EMP_9461,81,81,6.51,4.49,78.6,4,2,0.8,Ads,Night,Met
EMP_54,82,69,4.6,0.44,87.19,8,3,7.3,Moderation,Day,Met
EMP_5596,128,128,4.13,0.29,70.78,5,8,3.3,Moderation,Night,Met
EMP_4593,182,95,7.95,10.53,97.88,1,6,9.9,Support,Night,Breached
EMP_3689,148,88,8.8,1.01,82.05,5,2,3.5,Ads,Day,Breached
EMP_1547,113,113,5.44,0.82,66.62,0,11,5.0,Moderation,Day,Breached
EMP_433,98,98,6.91,10.51,65.07,6,11,2.1,QA,Day,Breached
EMP_2723,126,64,5.39,3.49,75.74,1,6,0.8,Ads,Night,Breached
EMP_3702,160,114,2.29,11.02,68.98,0,13,6.3,QA,Day,Breached
EMP_1278,84,84,,,,5,12,2.5,QA,Day,Breached
EMP_6496,183,177,2.74,0.34,98.77,4,12,2.8,Moderation,Day,Met
EMP_993,162,162,8.44,5.48,88.47,9,5,5.0,Support,Day,Breached
EMP_1233,198,115,4.85,8.14,70.21,6,4,1.4,Support,Day,Breached
EMP_5090,196,164,8.87,10.93,69.22,7,0,7.6,Moderation,Day,Breached
EMP_6432,108,108,6.91,1.6,73.05,5,2,7.5,Support,Night,Met
EMP_5297,167,99,3.79,13.46,91.43,2,6,1.8,Support,Night,Breached
EMP_3026,129,129,2.18,9.52,69.07,9,6,9.8,Ads,Day,Breached
EMP_3064,95,95,,,,9,3,3.0,Moderation,Day,Met
EMP_2114,84,84,5.83,11.04,75.49,3,3,1.2,Ads,Day,Met
EMP_4569,148,148,5.51,2.23,74.57,6,7,1.4,Moderation,Night,Met
EMP_5050,139,139,6.36,8.86,97.18,6,2,2.7,Moderation,Night,Met
EMP_6825,169,168,5.16,5.31,80.19,0,4,6.3,QA,Night,Met
EMP_1966,109,109,3.78,3.49,83.64,0,0,7.9,Ads,Day,Met
EMP_3693,129,105,5.83,2.34,77.8,2,5,1.2,QA,Day,Met
EMP_9559,166,142,6.34,2.73,66.54,1,1,8.1,Support,Night,Breached
EMP_6460,192,187,5.13,3.57,75.21,8,12,6.3,Ads,Night,Breached
EMP_9243,187,93,8.92,10.17,66.92,3,2,9.6,Ads,Night,Breached
EMP_9221,188,86,4.56,0.04,90.62,0,5,4.1,Support,Night,Breached
EMP_4703,92,92,5.22,13.0,80.32,1,5,9.7,Ads,Night,Met
EMP_5338,169,72,4.64,7.4,93.84,4,3,7.5,Moderation,Night,Breached
EMP_3963,80,80,4.26,0.09,70.89,0,3,8.8,QA,Night,Met
EMP_5165,131,120,4.58,5.54,75.33,6,10,2.3,Moderation,Day,Breached
EMP_7240,103,103,6.18,4.75,78.42,8,7,3.6,QA,Night,Met
EMP_6777,111,111,,,,0,7,8.2,Support,Night,Met
EMP_3271,134,134,6.99,10.74,97.8,3,4,6.6,Support,Night,Met
EMP_7200,128,128,,,,5,1,1.6,Support,Day,Breached
EMP_4492,98,98,5.8,6.24,65.91,5,1,9.7,QA,Night,Breached
EMP_1031,102,102,6.17,7.15,95.95,7,4,3.0,Moderation,Night,Met
EMP_5981,188,76,4.07,13.36,75.14,3,4,9.3,Moderation,Night,Breached
EMP_8730,170,100,3.77,9.45,62.96,1,13,4.2,Support,Night,Breached
EMP_8624,143,122,7.34,9.73,67.61,9,4,8.5,QA,Night,Breached
EMP_2260,130,105,3.02,2.3,88.19,7,10,8.0,Ads,Night,Met
EMP_8647,179,124,4.8,11.18,75.96,5,0,9.2,QA,Night,Breached
EMP_8150,161,62,5.02,12.37,97.36,8,2,9.0,Support,Night,Breached
EMP_1493,151,140,3.94,0.2,80.48,2,3,9.1,Ads,Day,Met
EMP_9893,179,174,4.14,5.23,78.26,6,1,6.8,Moderation,Night,Met
EMP_8135,97,93,4.33,8.0,68.15,9,8,8.2,Support,Day,Breached
EMP_3490,102,102,6.86,11.27,64.43,5,13,4.6,Ads,Night,Breached
EMP_8265,148,148,7.28,9.68,69.47,6,13,3.9,Support,Day,Breached
EMP_3874,143,133,6.7,1.42,73.49,2,4,5.9,Moderation,Day,Met
EMP_2082,199,190,5.02,3.67,78.4,8,7,4.8,Moderation,Day,Met
EMP_241,141,112,7.31,4.13,81.38,5,2,4.3,QA,Day,Breached
EMP_1374,118,118,6.53,0.52,70.35,1,0,7.4,Moderation,Night,Met
EMP_3317,184,181,3.7,1.54,60.94,9,14,2.1,Support,Night,Breached
EMP_4602,190,63,2.56,2.82,63.79,8,4,9.3,Support,Night,Breached
EMP_2036,150,138,6.93,7.82,61.53,2,10,3.0,Support,Night,Breached
EMP_5998,164,137,6.36,13.83,84.91,7,0,6.3,Moderation,Day,Breached
EMP_350,91,86,,,,5,9,8.2,Moderation,Night,Met
EMP_2544,115,115,2.84,2.33,72.8,1,5,5.1,QA,Day,Met
EMP_8178,124,124,5.62,8.78,87.39,1,12,2.9,QA,Night,Breached
EMP_9421,100,100,8.19,10.1,81.83,8,8,6.3,Moderation,Night,Breached
EMP_8803,187,72,7.08,0.1,65.81,9,13,5.7,Ads,Night,Breached
EMP_9214,164,164,8.41,7.13,63.47,2,0,4.5,Ads,Day,Breached
EMP_5696,87,87,6.18,0.72,61.66,5,12,6.2,Moderation,Day,Breached
EMP_7571,136,136,,,,3,8,5.5,Ads,Night,Breached
EMP_4214,112,112,6.24,1.15,81.69,6,8,6.2,Moderation,Night,Met
EMP_9678,144,144,3.15,8.11,61.05,0,9,0.9,QA,Night,Breached
EMP_8010,143,143,2.57,8.16,95.22,2,8,6.6,Ads,Night,Met
EMP_1394,183,144,3.47,5.21,85.87,9,1,2.7,Ads,Night,Met
EMP_2595,180,128,5.75,7.2,64.17,9,14,8.6,Support,Day,Breached
EMP_5250,105,102,5.38,9.6,98.23,8,5,3.4,QA,Day,Breached
EMP_6093,113,71,7.06,11.59,83.22,6,5,2.2,QA,Night,Breached
EMP_9072,137,110,5.67,1.8,81.95,8,14,6.1,Support,Day,Breached
EMP_6997,110,99,7.94,2.53,64.14,5,2,4.5,Support,Day,Breached
EMP_9086,106,106,4.5,4.72,69.82,7,4,6.3,Support,Night,Breached
EMP_4177,178,170,2.95,9.17,80.88,2,4,2.0,Moderation,Day,Met
EMP_5493,95,95,2.81,1.52,82.72,0,11,4.8,QA,Day,Met
EMP_6306,190,151,,,,6,2,1.8,Ads,Day,Met
EMP_6432,108,108,6.91,1.6,73.05,5,2,7.5,Support,Night,Met
EMP_478,165,165,2.24,0.09,68.8,3,14,5.9,Ads,Night,Breached
EMP_190,175,79,8.96,9.26,84.43,7,7,1.1,QA,Night,Breached
EMP_3809,82,82,3.98,4.8,94.1,3,6,9.2,QA,Night,Met
EMP_6454,130,130,4.67,7.06,94.79,4,2,9.6,QA,Day,Met
EMP_6026,111,67,2.29,11.93,61.3,6,11,7.9,Ads,Night,Breached
EMP_748,92,60,2.8,0.55,71.37,5,8,1.8,Moderation,Day,Breached
EMP_1790,81,81,,,,0,3,1.9,Ads,Day,Met
EMP_9521,103,103,4.77,9.83,70.44,6,1,7.2,Support,Day,Met
EMP_1903,105,105,6.44,1.82,98.59,6,2,9.5,Moderation,Night,Met
EMP_4259,146,146,3.34,13.24,96.18,1,3,9.5,Moderation,Night,Met
EMP_464,146,146,2.3,4.4,63.82,9,14,3.6,Support,Night,Breached
EMP_9590,145,100,4.86,5.66,79.1,5,5,4.9,QA,Day,Breached
EMP_1141,105,105,2.34,9.82,68.15,9,2,9.4,QA,Night,Breached
EMP_3921,122,122,7.46,5.7,93.2,0,12,3.6,Support,Day,Breached
EMP_1754,164,164,5.08,2.89,80.66,8,2,4.4,Ads,Day,Met
EMP_3910,123,123,,,,9,8,2.0,Ads,Day,Breached
EMP_8403,97,97,8.4,1.17,78.13,8,6,2.0,Support,Night,Breached
EMP_5077,175,146,4.05,3.71,86.31,5,0,6.0,Moderation,Night,Met
EMP_8194,82,82,2.28,13.33,86.58,2,11,7.2,Moderation,Night,Breached
EMP_1270,145,145,6.8,0.47,83.1,2,5,7.7,Support,Day,Met
EMP_7176,191,150,,,,1,11,2.5,Support,Day,Breached
EMP_7436,121,121,4.84,13.22,79.72,1,0,2.3,Moderation,Night,Met
EMP_1202,190,149,7.61,3.9,98.03,7,13,7.4,Support,Night,Breached
EMP_20,101,61,5.77,12.07,96.18,6,10,1.6,Moderation,Night,Breached
EMP_4250,83,83,3.82,8.25,98.48,8,1,8.8,Moderation,Day,Met
EMP_2310,113,108,4.3,14.06,89.76,5,3,2.0,Support,Night,Breached
EMP_6160,132,76,2.32,1.55,77.52,6,9,7.8,QA,Night,Breached
EMP_7211,138,138,,,,6,14,2.6,Support,Day,Breached
EMP_5443,148,82,6.91,1.11,60.71,7,14,4.6,Ads,Night,Breached
EMP_2231,96,96,5.42,9.45,94.97,0,8,2.2,QA,Night,Met
EMP_645,137,137,3.0,0.82,79.58,6,6,7.6,Moderation,Day,Met
EMP_7496,100,77,,,,9,8,2.7,Support,Day,Met
EMP_8756,141,141,5.37,8.46,93.21,9,13,8.7,QA,Day,Breached
EMP_9277,82,82,8.11,0.37,70.33,5,11,7.2,QA,Day,Breached
EMP_316,169,67,8.26,12.13,87.76,2,7,5.7,Support,Day,Breached
EMP_5310,187,82,2.85,2.08,73.11,9,14,6.1,QA,Night,Breached
EMP_5224,90,90,4.03,5.76,70.28,2,6,9.5,QA,Night,Met
EMP_5660,199,145,6.01,0.96,91.15,1,4,7.9,Support,Day,Breached
EMP_375,163,163,3.86,10.98,71.38,0,0,7.4,Ads,Day,Met
EMP_3646,109,109,2.97,2.84,94.68,2,7,3.8,QA,Day,Met
EMP_3195,111,111,3.28,1.11,80.32,0,9,1.9,Ads,Day,Met
EMP_2873,185,85,3.73,4.59,73.91,3,6,2.1,QA,Day,Breached
EMP_7240,103,103,6.18,4.75,78.42,8,7,3.6,QA,Night,Met
EMP_4507,143,139,5.59,10.76,66.88,4,14,8.8,QA,Day,Breached
EMP_1192,96,96,6.62,8.0,75.63,1,12,9.7,Support,Day,Breached
EMP_1305,89,74,4.93,9.19,71.51,0,14,3.0,Support,Day,Breached
EMP_2132,172,69,,,,5,4,3.0,Support,Day,Breached
EMP_857,142,141,7.6,0.74,65.98,2,6,1.6,Moderation,Night,Breached
EMP_6077,141,128,3.4,2.51,80.37,3,3,8.4,QA,Day,Met
EMP_6516,119,119,7.04,5.75,67.35,1,11,5.0,Moderation,Day,Breached
EMP_1050,130,113,3.67,10.24,88.77,8,11,9.0,QA,Night,Breached
EMP_3514,167,144,3.48,11.05,81.71,0,1,1.7,Moderation,Day,Met
EMP_1159,188,145,5.69,11.7,70.02,5,0,0.8,Support,Day,Met
EMP_6520,117,117,6.88,10.66,85.71,5,1,2.2,Ads,Day,Met
EMP_5196,148,148,5.02,2.17,93.84,7,6,2.0,Ads,Night,Met
